# start	end	slack_synth_ns	slack_route_ns
wbI_addr_i[J]	wbI_cyc_o	-0.110900	-0.083106
wbI_addr_i[J]	wbI_addr_o[J]	-0.110200	-0.101221
wbI_addr_i[J]	wbI_ack_o	-0.110200	-0.093728
wbI_addr_i[J]	wbIm_data_o[J]	-0.096300	-0.096403
wbI_addr_i[J]	wbIs_data_o[J]	-0.094100	-0.102256
wbI_addr_i[J]	wbI_err_o	-0.093900	-0.072728
wbI_addr_i[J]	wbI_rty_o	-0.093900	-0.073297
wbI_addr_i[J]	wbI_stb_o	-0.070500	-0.091629
wbI_addr_i[J]	wbI_we_o	-0.070500	-0.095432
wbI_cyc_i	wbI_addr_o[J]	-0.053300	-0.040899
wbI_cyc_i	wbI_ack_o	-0.044500	-0.024532
wbI_cyc_i	wbIm_data_o[J]	-0.026800	-0.028516
wbI_addr_i[J]	wbI_sel_o[J]	-0.021700	-0.077029
wbI_cyc_i	wbI_err_o	-0.020000	0.009682
wbI_cyc_i	wbI_rty_o	-0.020000	0.009319
wbI_cyc_i	wbIs_data_o[J]	-0.019500	-0.033916
wbI_cyc_i	wbI_cyc_o	-0.015000	0.013981
wbI_cyc_i	wbI_stb_o	0.001700	-0.022205
wbI_cyc_i	wbI_we_o	0.001700	-0.026876
uI.state[J]	uI.mastJ_adr[K]	0.040400	0.009095
wbI_ack_i	wbI_ack_o	0.058200	0.081785
wbI_cyc_i	wbI_sel_o[J]	0.063400	-0.035045
uI.uJ.state[K]	uI.mastJ_adr[K]	0.096200	0.048996
uI.uJ.pri_outK[L]	uI.mastJ_adr[K]	0.110500	0.054163
uI.state[J]	uI.adrJ_cnt[K]	0.125300	0.004029
uI.state[J]	uI.uJ.mast_stb	0.125400	0.030704
uI.state[J]	uI.tsz_cnt[J]	0.130500	0.116612
uI.ch_sel_r[J]	uI.mastJ_adr[K]	0.131500	0.099696
uI.state[J]	uI.chunk_dec	0.135400	0.114508
uI.state[J]	uI.uJ.ch_done	0.138700	0.049307
uI.state[J]	uI.uJ.ch_csr_r[K]	0.139900	0.049045
uI.state[J]	uI.uJ.pointer_r[K]	0.148400	0.071158
uI.state[J]	uI.uJ.ch_txsz_s[K]	0.149200	0.068312
uI.state[J]	uI.uJ.pointer_sr[K]	0.151100	0.100018
uI.state[J]	uI.uJ.ch_eol	0.152800	0.046583
uI.state[J]	uI.uJ.mast_cyc	0.155100	0.048506
uI.state[J]	uI.uJ.int_src_r[K]	0.161700	0.065421
uI.state[J]	uI.read_r	0.164500	0.143328
uI.state[J]	uI.uJ.ch_adrK_s[L]	0.164500	0.067386
uI.state[J]	uI.uJ.ch_chk_sz_r[K]	0.165400	0.056269
wbI_stb_i	wbI_stb_o	0.165400	0.102513
wbI_we_i	wbI_we_o	0.165400	0.101188
wbIs_data_i[J]	wbIm_data_o[J]	0.165400	0.102276
wbIm_data_i[J]	wbIs_data_o[J]	0.165800	0.098734
uI.state[J]	uI.uJ.mast_we_r	0.169200	0.068200
uI.uJ.state[K]	uI.uJ.ch_chk_sz_r[K]	0.174900	0.125360
uI.state[J]	uI.chunk_J	0.176700	0.061700
wbI_sel_i[J]	wbI_sel_o[J]	0.177300	0.120373
uI.state[J]	uI.chunk_cnt[J]	0.180100	0.061695
uI.uJ.state[K]	uI.uJ.mast_stb	0.181300	0.091353
uI.uJ.pri_outK[L]	uI.uJ.ch_csr_r[K]	0.183500	0.085836
uI.state[J]	uI.uJ.ptr_valid	0.186000	0.071128
uI.uJ.pri_outK[L]	uI.tsz_cnt[J]	0.186600	0.144959
uI.uJ.state[K]	uI.adrJ_cnt[K]	0.187300	0.052705
uI.uJ.pri_outK[L]	uI.uJ.ch_txsz_s[K]	0.190700	0.057272
uI.uJ.pri_outK[L]	uI.adrJ_cnt[K]	0.191100	0.057871
uI.state[J]	uI.ch_sel_r[J]	0.191100	0.199887
